id,country,region,year,title,budget,expense,sdg,samoa,solution,donors
00061406,JAM,Caribbean,2014,Enhancing Civil Society Participation in Local Governanc,38431,36486,,,Others,UNITED NATIONS DEVELOPMENT PRO
00063465,JAM,Caribbean,2014,Capacity Development for Energy Efficiency and Security,35176,11316,7,3,Others,UNITED NATIONS DEVELOPMENT PRO
00079469,JAM,Caribbean,2014,UNCT Workplan,26000,22427,,,Others,UNITED NATIONS DEVELOPMENT PRO
00076649,JAM,Caribbean,2014,Third National Communication and Biennial Update Report to the UNFCCC,23466,23466,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UN CENTRE FOR HUMAN SETTLEMENTS;UNITED NATIONS DEVELOPMENT PRO
00080424,JAM,Caribbean,2014,Building Capacity for the Reform of HIV related Laws,20327,14226,,,Others,UNITED NATIONS DEVELOPMENT PRO
00062148,JAM,Caribbean,2014,Mainstreaming Migration in National Dev'pmnt  Strategies,16704,16547,,,Others,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC
00076339,JAM,Caribbean,2014,National Biodiversity Planning to Support Impl of CBD,14953,14953,15,10;15,Close the energy gap,Global Environment Fund Truste
00072349,JAM,Caribbean,2014,HIV and Law,4963,2185,,,Others,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS
00082839,JAM,Caribbean,2014,Deployment of Renewable Energy / Energy Efficiency,2520,2520,,,Others,Global Environment Fund Truste
00043488,JAM,Caribbean,2014,Env. & Disaster Mgt Unit -Monitoring and Admin Support,1200,1151,,,Others,UNITED NATIONS DEVELOPMENT PRO
00040078,JAM,Caribbean,2014,"Asst of cap. building needs, prep of 3NR to CBD and CHM",500,34,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00044620,JAM,Caribbean,2014,IWCAM in SIDS of the Caribbean,1,-9878,,,Others,Global Environment Fund Truste
00059390,JAM,Caribbean,2014,Youth Employment Project,0,0,,,Others,UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00063837,JAM,Caribbean,2014,Support to Metcalfe Project,0,0,,,Others,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00069417,JAM,Caribbean,2015,Justice Undertakings for Social Transformation (JUST),1119094,742779,10;16,12;13;1;13,"Others;Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY
00059298,JAM,Caribbean,2015,Strengthening sustainability of NPAS in Jamaica,547518,484734,15,10;15,Others,Global Environment Fund Truste;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
00042506,JAM,Caribbean,2015,Management Plan,248093,168490,,,Others,GOVERNMENT OF HUNGARY;GOVERNMENT OF JAMAICA;UNITED NATIONS DEVELOPMENT PRO
00076649,JAM,Caribbean,2015,Third National Communication and Biennial Update Report to the UNFCCC,238637,237636,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UN CENTRE FOR HUMAN SETTLEMENTS;UNITED NATIONS DEVELOPMENT PRO
00079484,JAM,Caribbean,2015,Support to the Commission of Enquiry,166200,173563,,,Others,GOVERNMENT OF NETHERLANDS;GOVERNMENT OF NORWAY;UNITED NATIONS DEVELOPMENT PRO
00085439,JAM,Caribbean,2015,Joint Human Rights Activities,161231,161293,,,Others,UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS POPULATION FUND
00072584,JAM,Caribbean,2015,Support to Effective National Implementation,137500,135266,17;3,16;11,Others;Keeping people out of poverty,GOVERNMENT OF JAMAICA;GOVERNMENT OF MEXICO;UNITED NATIONS DEVELOPMENT PRO
00082839,JAM,Caribbean,2015,Deployment of Renewable Energy / Energy Efficiency,97480,76262,,,Others,Global Environment Fund Truste
00067121,JAM,Caribbean,2015,HCFC Phase out Management Plan -1st Stage Implementation,92809,79250,12;13,9;10;2;4,Others,MONTREAL PROTOCOL
00084067,JAM,Caribbean,2015,Trafficking in Persons,87760,87540,,,Others,UNITED NATIONS DEVELOPMENT PRO
00076339,JAM,Caribbean,2015,National Biodiversity Planning to Support Impl of CBD,71235,71140,15,10;15,Close the energy gap,Global Environment Fund Truste
00089828,JAM,Caribbean,2015,Rejuvenating Communities Initiation Plan,52296,50752,,,Others,UNITED NATIONS DEVELOPMENT PRO
00084029,JAM,Caribbean,2015,Change Management,44000,43758,1,1,Others,UNITED NATIONS DEVELOPMENT PRO
00091962,JAM,Caribbean,2015,Support to Bahamas Post Hurricane Joaquin,30000,2453,15,10;15,Others,UNITED NATIONS DEVELOPMENT PRO
00040078,JAM,Caribbean,2015,"Asst of cap. building needs, prep of 3NR to CBD and CHM",500,418,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00063465,JAM,Caribbean,2015,Capacity Development for Energy Efficiency and Security,400,370,7,3,Others,UNITED NATIONS DEVELOPMENT PRO
00062148,JAM,Caribbean,2015,Mainstreaming Migration in National Dev'pmnt  Strategies,311,3,,,Others,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC
00069417,JAM,Caribbean,2016,Justice Undertakings for Social Transformation (JUST),1190971,942876,10;16,12;13;1;13,"Others;Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY
00059298,JAM,Caribbean,2016,Strengthening sustainability of NPAS in Jamaica,700000,561637,15,10;15,Others,Global Environment Fund Truste;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
00042506,JAM,Caribbean,2016,Management Plan,325750,224582,,,Others,GOVERNMENT OF HUNGARY;GOVERNMENT OF JAMAICA;UNITED NATIONS DEVELOPMENT PRO
00072584,JAM,Caribbean,2016,Support to Effective National Implementation,310131,281202,17;3,16;11,Others;Keeping people out of poverty,GOVERNMENT OF JAMAICA;GOVERNMENT OF MEXICO;UNITED NATIONS DEVELOPMENT PRO
00076649,JAM,Caribbean,2016,Third National Communication and Biennial Update Report to the UNFCCC,275112,225471,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UN CENTRE FOR HUMAN SETTLEMENTS;UNITED NATIONS DEVELOPMENT PRO
00067121,JAM,Caribbean,2016,HCFC Phase out Management Plan -1st Stage Implementation,119823,78845,12;13,9;10;2;4,Others,MONTREAL PROTOCOL
00076339,JAM,Caribbean,2016,National Biodiversity Planning to Support Impl of CBD,110000,57071,15,10;15,Close the energy gap,Global Environment Fund Truste
00087974,JAM,Caribbean,2016,Deployment of Renewable Energy and Energy Efficiency,103993,16365,7;9,3;1;8,Close the energy gap,Global Environment Fund Truste;RCS - Services;UNITED NATIONS DEVELOPMENT PRO
00084029,JAM,Caribbean,2016,Change Management,64292,64274,1,1,Others,UNITED NATIONS DEVELOPMENT PRO
00091962,JAM,Caribbean,2016,Support to Bahamas Post Hurricane Joaquin,37000,29597,15,10;15,Others,UNITED NATIONS DEVELOPMENT PRO
00084067,JAM,Caribbean,2016,Trafficking in Persons,18000,17413,,,Others,UNITED NATIONS DEVELOPMENT PRO
00063465,JAM,Caribbean,2016,Capacity Development for Energy Efficiency and Security,15000,12961,7,3,Others,UNITED NATIONS DEVELOPMENT PRO
00089828,JAM,Caribbean,2016,Rejuvenating Communities Initiation Plan,14000,13642,,,Others,UNITED NATIONS DEVELOPMENT PRO
00079484,JAM,Caribbean,2016,Support to the Commission of Enquiry,0,-6,,,Others,GOVERNMENT OF NETHERLANDS;GOVERNMENT OF NORWAY;UNITED NATIONS DEVELOPMENT PRO
00069417,JAM,Caribbean,2017,Justice Undertakings for Social Transformation (JUST),943782,734361,10;16,12;13;1;13,"Others;Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY
00076649,JAM,Caribbean,2017,Third National Communication and Biennial Update Report to the UNFCCC,338928,253471,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UN CENTRE FOR HUMAN SETTLEMENTS;UNITED NATIONS DEVELOPMENT PRO
00042506,JAM,Caribbean,2017,Management Plan,255486,299874,,,Others,GOVERNMENT OF HUNGARY;GOVERNMENT OF JAMAICA;UNITED NATIONS DEVELOPMENT PRO
00059298,JAM,Caribbean,2017,Strengthening sustainability of NPAS in Jamaica,248114,242142,15,10;15,Others,Global Environment Fund Truste;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
00100137,JAM,Caribbean,2017,"Localizing the SDGs: Global Goals, Local Action",217300,192905,10,12;13,Keeping people out of poverty,UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO
00072584,JAM,Caribbean,2017,Support to Effective National Implementation,179000,184852,17;3,16;11,Others;Keeping people out of poverty,GOVERNMENT OF JAMAICA;GOVERNMENT OF MEXICO;UNITED NATIONS DEVELOPMENT PRO
00067121,JAM,Caribbean,2017,HCFC Phase out Management Plan -1st Stage Implementation,72616,53261,12;13,9;10;2;4,Others,MONTREAL PROTOCOL
00084069,JAM,Caribbean,2017,Rejuvenating Communities: A Social Cohesive Approach,70396,61449,1;16,1;1;13,Keeping people out of poverty,JAM - RISE Life Mgmt. Services;UNITED NATIONS DEVELOPMENT PRO
00087974,JAM,Caribbean,2017,Deployment of Renewable Energy and Energy Efficiency,70300,64386,7;9,3;1;8,Close the energy gap,Global Environment Fund Truste;RCS - Services;UNITED NATIONS DEVELOPMENT PRO
00089233,JAM,Caribbean,2017,Returned Migrants in Jamaica,40306,23265,16;8,1;13;1,Keeping people out of poverty,UNAIDS Budget Results Accountability Framework (UBRAF);UNITED NATIONS DEVELOPMENT PRO;UN Office for Project Services
00106256,JAM,Caribbean,2017,Support to Early Recovery in Turks and Caicos Islands,23000,12707,1,1,Others,UNITED NATIONS DEVELOPMENT PRO
00076339,JAM,Caribbean,2017,National Biodiversity Planning to Support Impl of CBD,4756,40553,15,10;15,Close the energy gap,Global Environment Fund Truste
00104739,JAM,Caribbean,2017,Strengthening Human Resilience,0,0,1;13;16;6;7;8,1;2;4;1;13;7;3;1,Others;Keeping people out of poverty,UNITED NATIONS DEVELOPMENT PRO;UN Tr Fund for Human Security
00069417,JAM,Caribbean,2018,Justice Undertakings for Social Transformation (JUST),818347,695463,10;16,12;13;1;13,"Others;Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY
00087974,JAM,Caribbean,2018,Deployment of Renewable Energy and Energy Efficiency,309539,131469,7;9,3;1;8,Close the energy gap,Global Environment Fund Truste;RCS - Services;UNITED NATIONS DEVELOPMENT PRO
00099563,JAM,Caribbean,2018,GEF 6 Initiation Plan,198274,145875,12;15,9;10;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00104739,JAM,Caribbean,2018,Strengthening Human Resilience,160341,128827,1;13;16;6;7;8,1;2;4;1;13;7;3;1,Others;Keeping people out of poverty,UNITED NATIONS DEVELOPMENT PRO;UN Tr Fund for Human Security
00042506,JAM,Caribbean,2018,Management Plan,151920,102646,,,Others,GOVERNMENT OF HUNGARY;GOVERNMENT OF JAMAICA;UNITED NATIONS DEVELOPMENT PRO
00089233,JAM,Caribbean,2018,Returned Migrants in Jamaica,136669,103045,16;8,1;13;1,Keeping people out of poverty,UNAIDS Budget Results Accountability Framework (UBRAF);UNITED NATIONS DEVELOPMENT PRO;UN Office for Project Services
00112139,JAM,Caribbean,2018,JUST Social Order Component,123700,71703,10;16,12;13;1;13,"Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY;UNITED NATIONS DEVELOPMENT PRO
00099577,JAM,Caribbean,2018,Enhancing Gender Equality and Mainstreaming,79960,79960,5,13,Strenghten gender equality and the empowerment of women and girls,UNITED NATIONS DEVELOPMENT PRO
00110607,JAM,Caribbean,2018,Initiation Plan for Ratification of Kigali Amendment,67239,54144,12;13,9;10;2;4,Others,GOVERNMENT OF CANADA;MONTREAL PROTOCOL;UNITED NATIONS DEVELOPMENT PRO
00084069,JAM,Caribbean,2018,Rejuvenating Communities: A Social Cohesive Approach,65819,65610,1;16,1;1;13,Keeping people out of poverty,JAM - RISE Life Mgmt. Services;UNITED NATIONS DEVELOPMENT PRO
00109631,JAM,Caribbean,2018,Engagement Facility,33771,25275,,,Others,"CARIBBEAN DEVELOPMENT BANK;GOVERNMENT OF NETHERLANDS;INTER-AMERICAN DEVELOPMENT BANK;MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);Office of Disaster Preparedness and Emergency Management, Jamaica;UNITED NATIONS DEVELOPMENT PRO"
00067121,JAM,Caribbean,2018,HCFC Phase out Management Plan -1st Stage Implementation,31032,26221,12;13,9;10;2;4,Others,MONTREAL PROTOCOL
00106256,JAM,Caribbean,2018,Support to Early Recovery in Turks and Caicos Islands,18800,11320,1,1,Others,UNITED NATIONS DEVELOPMENT PRO
00076649,JAM,Caribbean,2018,Third National Communication and Biennial Update Report to the UNFCCC,11643,832,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UN CENTRE FOR HUMAN SETTLEMENTS;UNITED NATIONS DEVELOPMENT PRO
00072584,JAM,Caribbean,2018,Support to Effective National Implementation,95,95,17;3,16;11,Others;Keeping people out of poverty,GOVERNMENT OF JAMAICA;GOVERNMENT OF MEXICO;UNITED NATIONS DEVELOPMENT PRO
00100137,JAM,Caribbean,2018,"Localizing the SDGs: Global Goals, Local Action",0,-148,10,12;13,Keeping people out of poverty,UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO
00112139,JAM,Caribbean,2019,JUST Social Order Component,1209185,769314,10;16,12;13;1;13,"Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY;UNITED NATIONS DEVELOPMENT PRO
00069417,JAM,Caribbean,2019,Justice Undertakings for Social Transformation (JUST),395656,149442,10;16,12;13;1;13,"Others;Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY
00087974,JAM,Caribbean,2019,Deployment of Renewable Energy and Energy Efficiency,392284,263167,7;9,3;1;8,Close the energy gap,Global Environment Fund Truste;RCS - Services;UNITED NATIONS DEVELOPMENT PRO
00104739,JAM,Caribbean,2019,Strengthening Human Resilience,387798,207881,1;13;16;6;7;8,1;2;4;1;13;7;3;1,Others;Keeping people out of poverty,UNITED NATIONS DEVELOPMENT PRO;UN Tr Fund for Human Security
00117579,JAM,Caribbean,2019,Advancing the SDGs through Vision 2030 Jamaica,200000,200737,17,16,Keeping people out of poverty,GOVERNMENT OF JAMAICA;UNITED NATIONS DEVELOPMENT PRO
00089233,JAM,Caribbean,2019,Returned Migrants in Jamaica,198552,135652,16;8,1;13;1,Keeping people out of poverty,UNAIDS Budget Results Accountability Framework (UBRAF);UNITED NATIONS DEVELOPMENT PRO;UN Office for Project Services
00076649,JAM,Caribbean,2019,Third National Communication and Biennial Update Report to the UNFCCC,187296,147081,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UN CENTRE FOR HUMAN SETTLEMENTS;UNITED NATIONS DEVELOPMENT PRO
00084069,JAM,Caribbean,2019,Rejuvenating Communities: A Social Cohesive Approach,129290,41309,1;16,1;1;13,Keeping people out of poverty,JAM - RISE Life Mgmt. Services;UNITED NATIONS DEVELOPMENT PRO
00122028,JAM,Caribbean,2019,Engagement Facility for Disaster Risk Reduction,100000,488,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,PRIVATE SECTOR;UNITED NATIONS DEVELOPMENT PRO
00042506,JAM,Caribbean,2019,Management Plan,84196,25814,,,Others,GOVERNMENT OF HUNGARY;GOVERNMENT OF JAMAICA;UNITED NATIONS DEVELOPMENT PRO
00110607,JAM,Caribbean,2019,Initiation Plan for Ratification of Kigali Amendment,73746,73484,12;13,9;10;2;4,Others,GOVERNMENT OF CANADA;MONTREAL PROTOCOL;UNITED NATIONS DEVELOPMENT PRO
00099577,JAM,Caribbean,2019,Enhancing Gender Equality and Mainstreaming,33000,31141,5,13,Strenghten gender equality and the empowerment of women and girls,UNITED NATIONS DEVELOPMENT PRO
00109631,JAM,Caribbean,2019,Engagement Facility,31000,30565,,,Others,"CARIBBEAN DEVELOPMENT BANK;GOVERNMENT OF NETHERLANDS;INTER-AMERICAN DEVELOPMENT BANK;MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);Office of Disaster Preparedness and Emergency Management, Jamaica;UNITED NATIONS DEVELOPMENT PRO"
00099563,JAM,Caribbean,2019,GEF 6 Initiation Plan,28692,28122,12;15,9;10;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00120275,JAM,Caribbean,2019,Initiation Plan for E-Mobility Project,27920,21531,9,1;8,Close the energy gap,Global Environment Fund Truste
00067121,JAM,Caribbean,2019,HCFC Phase out Management Plan -1st Stage Implementation,7495,5673,12;13,9;10;2;4,Others,MONTREAL PROTOCOL
00123247,JAM,Caribbean,2019,Resilient Recovery Programme - Bahamas,5000,2057,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,PRIVATE SECTOR;UNDP Funding Windows;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO
00114102,JAM,Caribbean,2019,Stockholm POP National Implementation Plan,4840,2257,12,9;10,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00059298,JAM,Caribbean,2019,Strengthening sustainability of NPAS in Jamaica,1,-5252,15,10;15,Others,Global Environment Fund Truste;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
00123247,JAM,Caribbean,2020,Resilient Recovery Programme - Bahamas,1175799,889758,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,PRIVATE SECTOR;UNDP Funding Windows;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO
00112139,JAM,Caribbean,2020,JUST Social Order Component,787138,657924,10;16,12;13;1;13,"Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY;UNITED NATIONS DEVELOPMENT PRO
00122782,JAM,Caribbean,2020,Spotlight Initiative- Jamaica,487077,311041,5,13,Others,MPTFO-Spotlight Initiative Fund (SIF00);UNITED NATIONS DEVELOPMENT PRO
00087974,JAM,Caribbean,2020,Deployment of Renewable Energy and Energy Efficiency,484988,393561,7;9,3;1;8,Close the energy gap,Global Environment Fund Truste;RCS - Services;UNITED NATIONS DEVELOPMENT PRO
00104739,JAM,Caribbean,2020,Strengthening Human Resilience,300840,234198,1;13;16;6;7;8,1;2;4;1;13;7;3;1,Others;Keeping people out of poverty,UNITED NATIONS DEVELOPMENT PRO;UN Tr Fund for Human Security
00109631,JAM,Caribbean,2020,Engagement Facility,189081,178869,,,Others,"CARIBBEAN DEVELOPMENT BANK;GOVERNMENT OF NETHERLANDS;INTER-AMERICAN DEVELOPMENT BANK;MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);Office of Disaster Preparedness and Emergency Management, Jamaica;UNITED NATIONS DEVELOPMENT PRO"
00114961,JAM,Caribbean,2020,EnGender - Jamaica,179749,144727,1;13;17,1;2;4;16,Others,"DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID);Department of Foreign Affairs, Trade and Development;UNITED NATIONS DEVELOPMENT PRO"
00114102,JAM,Caribbean,2020,Stockholm POP National Implementation Plan,85614,55641,12,9;10,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00122028,JAM,Caribbean,2020,Engagement Facility for Disaster Risk Reduction,80680,70385,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,PRIVATE SECTOR;UNITED NATIONS DEVELOPMENT PRO
00128100,JAM,Caribbean,2020,Debt Management - Bahamas,67856,0,17,16,Others,GOVERNMENT OF INDIA
00067121,JAM,Caribbean,2020,HCFC Phase out Management Plan -1st Stage Implementation,61818,-1602,12;13,9;10;2;4,Others,MONTREAL PROTOCOL
00110607,JAM,Caribbean,2020,Initiation Plan for Ratification of Kigali Amendment,49619,41102,12;13,9;10;2;4,Others,GOVERNMENT OF CANADA;MONTREAL PROTOCOL;UNITED NATIONS DEVELOPMENT PRO
00059298,JAM,Caribbean,2020,Strengthening sustainability of NPAS in Jamaica,46041,-31066,15,10;15,Others,Global Environment Fund Truste;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
