id,country,region,year,title,budget,expense,sdg,samoa,solution,donors
00048196,WSM,Pacific,2013,SAM Private Sector Support Facility,76081,55514,,,Others,UNITED NATIONS DEVELOPMENT PRO
00062457,WSM,Pacific,2013,Strengthening Multi-Sectoral Managemnt Critical Landscap,56328,56102,,,Others,Global Environment Fund Truste
00064910,WSM,Pacific,2013,Enhancing resilience of communities reliant on tourism,17645,16584,,,Others,Global Environment Fund Truste
00039349,WSM,Pacific,2013,Niue Sustainable Land Management,15478,7958,,,Others,Global Environment Fund Truste
00051083,WSM,Pacific,2013,Samoa Community Centred Sustainable Development Project,11371,6275,,,Others,UNITED NATIONS DEVELOPMENT PRO
00046027,WSM,Pacific,2013,GEF and NZ AID Pacific Regional Environment Fund,10000,8160,13,2;4,Others,Australian Agency for International Development (AusAID);GOVERNMENT OF AUSTRALIA;GOVERNMENT OF NEW ZEALAND
00073781,WSM,Pacific,2013,Strengthening Multi-Sectoral Management of Critical Land,10000,0,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00073843,WSM,Pacific,2013,Enhancing the Resilience of Tourism-reliant Communities,8793,8793,13,2;4,Others,Global Environment Fund Truste
00044499,WSM,Pacific,2013,TALAVOU-Samoa Joint Young People's Programme,5967,28158,1,1,Others,GOVERNMENT OF NEW ZEALAND;UNITED NATIONS DEVELOPMENT PRO
00039080,WSM,Pacific,2013,Samoa Sustainable Land Management (Samoa),5000,0,,,Others,Global Environment Fund Truste
00073763,WSM,Pacific,2013,Capacity for implementing Rio Conventions in Samoa_PPG,2750,2750,,,Others,Global Environment Fund Truste
00042441,WSM,Pacific,2013,Management Plan,1,-38529,,,Others,UNITED NATIONS DEVELOPMENT PRO
00034736,WSM,Pacific,2013,Grid-Connected Photovoltaic Electricity Supply in Tokela,0,1212,,,Others,GOVERNMENT OF NEW ZEALAND
00039288,WSM,Pacific,2013,Savaii Medium Sized Project,0,63,,,Others,GOVERNMENT OF NEW ZEALAND
00051000,WSM,Pacific,2014,Pacific Adaptation to Climate Change (PACC) Full Size,6238258,5066440,13,2;4,Others,Australian Agency for International Development (AusAID);Global Environment Fund Truste
00044633,WSM,Pacific,2014,Pacific Islands Greenhouse Gas Abatement,2548524,1870532,1,1,Others,Global Environment Fund Truste;GOVERNMENT OF DENMARK
00062174,WSM,Pacific,2014,Enhancing resilience of coastal communities of Samoa,2032995,296191,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF);SYR-MINISTRY OF HEALTH
00061539,WSM,Pacific,2014,Climate change and resilient forest management,744220,744220,13,2;4,Others,Australian Agency for International Development (AusAID);Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00075352,WSM,Pacific,2014,Samoa Cyclone Evan Shelter Reconstruction Programme,400000,400027,,,Others,UNITED NATIONS DEVELOPMENT PRO
00076004,WSM,Pacific,2014,Capacity Support for Enhanced Development Effectiveness,298203,217014,1,1,Others,EUROPEAN COMMISSION;EUROPEAN ECONOMIC COMMUNITY;UNITED NATIONS DEVELOPMENT PRO
00065357,WSM,Pacific,2014,Samoa Parliamentary Support Project,279346,280322,16,1;13,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO
00061890,WSM,Pacific,2014,SAMOA MDGs Acceleration Project,165035,128696,1,1,Others,UNDG Member Agencies;UNITED NATIONS DEVELOPMENT PRO;World Trade Organization
00073843,WSM,Pacific,2014,Enhancing the Resilience of Tourism-reliant Communities,130751,65411,13,2;4,Others,Global Environment Fund Truste
00080072,WSM,Pacific,2014,UNDP support to SIDS conference in Samoa,117000,34572,,,Others,UNITED NATIONS DEVELOPMENT PRO
00074470,WSM,Pacific,2014,Economy-wide integration of Climate Change Adaptation,110074,108096,,,Others,Global Environment Fund Truste
00079694,WSM,Pacific,2014,Youth Employment Initiation Plan,108689,106995,1,1,Others,UNITED NATIONS DEVELOPMENT PRO
00073781,WSM,Pacific,2014,Strengthening Multi-Sectoral Management of Critical Land,74752,74751,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00050884,WSM,Pacific,2014,Climate change adaptation in agriculture and health,60985,50985,13,2;4,Others,Global Environment Fund Truste
00073763,WSM,Pacific,2014,Capacity for implementing Rio Conventions in Samoa_PPG,23250,22095,,,Others,Global Environment Fund Truste
00078841,WSM,Pacific,2014,Capacity for Implementing Rio+ Conventions in Samoa,15800,36,15;16,10;15;1;13,"Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00046027,WSM,Pacific,2014,GEF and NZ AID Pacific Regional Environment Fund,10000,7412,13,2;4,Others,Australian Agency for International Development (AusAID);GOVERNMENT OF AUSTRALIA;GOVERNMENT OF NEW ZEALAND
00039080,WSM,Pacific,2014,Samoa Sustainable Land Management (Samoa),8623,0,,,Others,Global Environment Fund Truste
00044499,WSM,Pacific,2014,TALAVOU-Samoa Joint Young People's Programme,3032,0,1,1,Others,GOVERNMENT OF NEW ZEALAND;UNITED NATIONS DEVELOPMENT PRO
00039288,WSM,Pacific,2014,Savaii Medium Sized Project,0,-4,,,Others,GOVERNMENT OF NEW ZEALAND
00050768,WSM,Pacific,2014,Samoa Terminal Management Phase Out Plan,0,1050,,,Others,MONTREAL PROTOCOL
00062457,WSM,Pacific,2014,Strengthening Multi-Sectoral Managemnt Critical Landscap,0,43,,,Others,Global Environment Fund Truste
00064910,WSM,Pacific,2014,Enhancing resilience of communities reliant on tourism,0,1060,,,Others,Global Environment Fund Truste
00072314,WSM,Pacific,2014,Samoa TC Evan ER Project,0,2343,,,Others,UNITED NATIONS DEVELOPMENT PRO
00062174,WSM,Pacific,2015,Enhancing resilience of coastal communities of Samoa,2562343,2292321,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF);SYR-MINISTRY OF HEALTH
00044633,WSM,Pacific,2015,Pacific Islands Greenhouse Gas Abatement,1063498,823570,1,1,Others,Global Environment Fund Truste;GOVERNMENT OF DENMARK
00073781,WSM,Pacific,2015,Strengthening Multi-Sectoral Management of Critical Land,1047625,594125,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00051000,WSM,Pacific,2015,Pacific Adaptation to Climate Change (PACC) Full Size,1046819,535149,13,2;4,Others,Australian Agency for International Development (AusAID);Global Environment Fund Truste
00061539,WSM,Pacific,2015,Climate change and resilient forest management,674866,437615,13,2;4,Others,Australian Agency for International Development (AusAID);Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00086766,WSM,Pacific,2015,Increase Political Participation of Women in Samoa,503728,295739,5,13,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO
00081135,WSM,Pacific,2015,Enhancing Capacity to Develop Global and Regional Enviro,388200,204723,16,1;13,Others,Global Environment Fund Truste
00079044,WSM,Pacific,2015,Economy-wide integration of CC Adaptation (FSP),352159,232692,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;MINIST DES AFF ETRANG-FRA
00073843,WSM,Pacific,2015,Enhancing the Resilience of Tourism-reliant Communities,313068,313068,13,2;4,Others,Global Environment Fund Truste
00076004,WSM,Pacific,2015,Capacity Support for Enhanced Development Effectiveness,275931,172431,1,1,Others,EUROPEAN COMMISSION;EUROPEAN ECONOMIC COMMUNITY;UNITED NATIONS DEVELOPMENT PRO
00078841,WSM,Pacific,2015,Capacity for Implementing Rio+ Conventions in Samoa,179226,72269,15;16,10;15;1;13,"Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00044499,WSM,Pacific,2015,TALAVOU-Samoa Joint Young People's Programme,119484,20294,1,1,Others,GOVERNMENT OF NEW ZEALAND;UNITED NATIONS DEVELOPMENT PRO
00065357,WSM,Pacific,2015,Samoa Parliamentary Support Project,72148,72148,16,1;13,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO
00091506,WSM,Pacific,2015,Cook Islands Parliament & Women in Politics IP,62000,56008,,,Others,UNITED NATIONS DEVELOPMENT PRO
00061890,WSM,Pacific,2015,SAMOA MDGs Acceleration Project,58725,60596,1,1,Others,UNDG Member Agencies;UNITED NATIONS DEVELOPMENT PRO;World Trade Organization
00087395,WSM,Pacific,2015,Samoa OneUnitedNation Youth Employment Programme(1UNYEP,55927,17888,1;16;8,1;1;13;1,"Strengthen effective, inclusive and accountable governance","MPTF-SDG Fund;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00050884,WSM,Pacific,2015,Climate change adaptation in agriculture and health,46128,39785,13,2;4,Others,Global Environment Fund Truste
00014703,WSM,Pacific,2015,Samoa Marine Conservation Project,35722,0,,,Others,UNITED NATIONS DEVELOPMENT PRO
00079694,WSM,Pacific,2015,Youth Employment Initiation Plan,28981,22999,1,1,Others,UNITED NATIONS DEVELOPMENT PRO
00046027,WSM,Pacific,2015,GEF and NZ AID Pacific Regional Environment Fund,28406,28639,13,2;4,Others,Australian Agency for International Development (AusAID);GOVERNMENT OF AUSTRALIA;GOVERNMENT OF NEW ZEALAND
00072314,WSM,Pacific,2015,Samoa TC Evan ER Project,0,913,,,Others,UNITED NATIONS DEVELOPMENT PRO
00075352,WSM,Pacific,2015,Samoa Cyclone Evan Shelter Reconstruction Programme,0,-24,,,Others,UNITED NATIONS DEVELOPMENT PRO
00062174,WSM,Pacific,2016,Enhancing resilience of coastal communities of Samoa,3206557,2708889,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF);SYR-MINISTRY OF HEALTH
00073781,WSM,Pacific,2016,Strengthening Multi-Sectoral Management of Critical Land,1149375,1042486,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00044633,WSM,Pacific,2016,Pacific Islands Greenhouse Gas Abatement,1079215,963974,1,1,Others,Global Environment Fund Truste;GOVERNMENT OF DENMARK
00079044,WSM,Pacific,2016,Economy-wide integration of CC Adaptation (FSP),900740,900740,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;MINIST DES AFF ETRANG-FRA
00073843,WSM,Pacific,2016,Enhancing the Resilience of Tourism-reliant Communities,799538,416523,13,2;4,Others,Global Environment Fund Truste
00081135,WSM,Pacific,2016,Enhancing Capacity to Develop Global and Regional Enviro,795277,581057,16,1;13,Others,Global Environment Fund Truste
00087395,WSM,Pacific,2016,Samoa OneUnitedNation Youth Employment Programme(1UNYEP,518878,513989,1;16;8,1;1;13;1,"Strengthen effective, inclusive and accountable governance","MPTF-SDG Fund;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00051000,WSM,Pacific,2016,Pacific Adaptation to Climate Change (PACC) Full Size,511669,501214,13,2;4,Others,Australian Agency for International Development (AusAID);Global Environment Fund Truste
00061539,WSM,Pacific,2016,Climate change and resilient forest management,315105,313719,13,2;4,Others,Australian Agency for International Development (AusAID);Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00076004,WSM,Pacific,2016,Capacity Support for Enhanced Development Effectiveness,250514,222424,1,1,Others,EUROPEAN COMMISSION;EUROPEAN ECONOMIC COMMUNITY;UNITED NATIONS DEVELOPMENT PRO
00078841,WSM,Pacific,2016,Capacity for Implementing Rio+ Conventions in Samoa,248339,243839,15;16,10;15;1;13,"Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00086766,WSM,Pacific,2016,Increase Political Participation of Women in Samoa,230622,167951,5,13,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO
00094460,WSM,Pacific,2016,Proposals to Green Climate Fund,206075,195586,13;15;16,2;4;10;15;1;13,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00091703,WSM,Pacific,2016,IMPRESS_Renewable Energy,150000,52835,13;7,2;4;3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00087398,WSM,Pacific,2016,Support to Gender Programme Project,141500,23805,5,13,Others,UNITED NATIONS DEVELOPMENT PRO
00050884,WSM,Pacific,2016,Climate change adaptation in agriculture and health,105000,105000,13,2;4,Others,Global Environment Fund Truste
00065357,WSM,Pacific,2016,Samoa Parliamentary Support Project,74650,41700,16,1;13,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO
00061890,WSM,Pacific,2016,SAMOA MDGs Acceleration Project,11595,11595,1,1,Others,UNDG Member Agencies;UNITED NATIONS DEVELOPMENT PRO;World Trade Organization
00044499,WSM,Pacific,2016,TALAVOU-Samoa Joint Young People's Programme,1537,0,1,1,Others,GOVERNMENT OF NEW ZEALAND;UNITED NATIONS DEVELOPMENT PRO
00079694,WSM,Pacific,2016,Youth Employment Initiation Plan,1,-327,1,1,Others,UNITED NATIONS DEVELOPMENT PRO
00072314,WSM,Pacific,2016,Samoa TC Evan ER Project,0,608,,,Others,UNITED NATIONS DEVELOPMENT PRO
00098736,WSM,Pacific,2017,Green Climate Fund Vaisigano River Catchment,5286744,2111506,13,2;4,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00079044,WSM,Pacific,2017,Economy-wide integration of CC Adaptation (FSP),3632996,2433337,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;MINIST DES AFF ETRANG-FRA
00062174,WSM,Pacific,2017,Enhancing resilience of coastal communities of Samoa,2190406,1416440,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF);SYR-MINISTRY OF HEALTH
00073781,WSM,Pacific,2017,Strengthening Multi-Sectoral Management of Critical Land,1456240,872893,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00073843,WSM,Pacific,2017,Enhancing the Resilience of Tourism-reliant Communities,1100575,1100575,13,2;4,Others,Global Environment Fund Truste
00100814,WSM,Pacific,2017,IMPRESS_Renewable Energy (Full Size),442875,4120,13;7,2;4;3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00087395,WSM,Pacific,2017,Samoa OneUnitedNation Youth Employment Programme(1UNYEP,352096,214642,1;16;8,1;1;13;1,"Strengthen effective, inclusive and accountable governance","MPTF-SDG Fund;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00081135,WSM,Pacific,2017,Enhancing Capacity to Develop Global and Regional Enviro,214220,208077,16,1;13,Others,Global Environment Fund Truste
00078841,WSM,Pacific,2017,Capacity for Implementing Rio+ Conventions in Samoa,214070,193910,15;16,10;15;1;13,"Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00087398,WSM,Pacific,2017,Support to Gender Programme Project,179670,214965,5,13,Others,UNITED NATIONS DEVELOPMENT PRO
00102206,WSM,Pacific,2017,Increase Political Participation of Women in Samoa,147000,37949,16;5,1;13;13,"Strengthen effective, inclusive and accountable governance",UNITED NATIONS DEVELOPMENT PRO
00076004,WSM,Pacific,2017,Capacity Support for Enhanced Development Effectiveness,110000,88197,1,1,Others,EUROPEAN COMMISSION;EUROPEAN ECONOMIC COMMUNITY;UNITED NATIONS DEVELOPMENT PRO
00091703,WSM,Pacific,2017,IMPRESS_Renewable Energy,97165,88007,13;7,2;4;3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00044633,WSM,Pacific,2017,Pacific Islands Greenhouse Gas Abatement,85211,81411,1,1,Others,Global Environment Fund Truste;GOVERNMENT OF DENMARK
00103153,WSM,Pacific,2017,Sub-Regional SDGs Localization,85095,22892,,,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS ENVIRONMENT PROGRAMME
00094460,WSM,Pacific,2017,Proposals to Green Climate Fund,63000,33033,13;15;16,2;4;10;15;1;13,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00051000,WSM,Pacific,2017,Pacific Adaptation to Climate Change (PACC) Full Size,11388,2245,13,2;4,Others,Australian Agency for International Development (AusAID);Global Environment Fund Truste
00046027,WSM,Pacific,2017,GEF and NZ AID Pacific Regional Environment Fund,10042,10042,13,2;4,Others,Australian Agency for International Development (AusAID);GOVERNMENT OF AUSTRALIA;GOVERNMENT OF NEW ZEALAND
00044499,WSM,Pacific,2017,TALAVOU-Samoa Joint Young People's Programme,1498,1461,1,1,Others,GOVERNMENT OF NEW ZEALAND;UNITED NATIONS DEVELOPMENT PRO
00072314,WSM,Pacific,2017,Samoa TC Evan ER Project,1,13281,,,Others,UNITED NATIONS DEVELOPMENT PRO
00061890,WSM,Pacific,2017,SAMOA MDGs Acceleration Project,0,-2451,1,1,Others,UNDG Member Agencies;UNITED NATIONS DEVELOPMENT PRO;World Trade Organization
00086766,WSM,Pacific,2017,Increase Political Participation of Women in Samoa,0,1270,5,13,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO
00098736,WSM,Pacific,2018,Green Climate Fund Vaisigano River Catchment,6548703,3764148,13,2;4,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00079044,WSM,Pacific,2018,Economy-wide integration of CC Adaptation (FSP),4395294,4223190,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;MINIST DES AFF ETRANG-FRA
00062174,WSM,Pacific,2018,Enhancing resilience of coastal communities of Samoa,1321634,1271684,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF);SYR-MINISTRY OF HEALTH
00073781,WSM,Pacific,2018,Strengthening Multi-Sectoral Management of Critical Land,1203625,1045429,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00087395,WSM,Pacific,2018,Samoa OneUnitedNation Youth Employment Programme(1UNYEP,312998,251156,1;16;8,1;1;13;1,"Strengthen effective, inclusive and accountable governance","MPTF-SDG Fund;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00100814,WSM,Pacific,2018,IMPRESS_Renewable Energy (Full Size),300092,284786,13;7,2;4;3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00109481,WSM,Pacific,2018,Women in Leadership in Samoa (WILS),229118,148294,16,1;13,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF AUSTRALIA;MPTF-JP Samoa Women in Leadership (JWS00);SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA);UNITED NATIONS DEVELOPMENT PRO
00107445,WSM,Pacific,2018,Accelerating Renewable Energy and Energy Efficiency applications in Niue,150000,79445,7,3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste
00044633,WSM,Pacific,2018,Pacific Islands Greenhouse Gas Abatement,132680,131432,1,1,Others,Global Environment Fund Truste;GOVERNMENT OF DENMARK
00109936,WSM,Pacific,2018,Tropical Cyclone GITA Early Recovery,100000,99699,13,2;4,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00076004,WSM,Pacific,2018,Capacity Support for Enhanced Development Effectiveness,85374,14081,1,1,Others,EUROPEAN COMMISSION;EUROPEAN ECONOMIC COMMUNITY;UNITED NATIONS DEVELOPMENT PRO
00091703,WSM,Pacific,2018,IMPRESS_Renewable Energy,80000,42675,13;7,2;4;3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00109970,WSM,Pacific,2018,Capacity Support for Enhanced Development Effectiveness,71066,68454,13,2;4,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00108871,WSM,Pacific,2018,Tokelau Good Governance Project,60984,47885,16,1;13,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF TOKELAU;UNITED NATIONS DEVELOPMENT PRO
00102206,WSM,Pacific,2018,Increase Political Participation of Women in Samoa,56982,44396,16;5,1;13;13,"Strengthen effective, inclusive and accountable governance",UNITED NATIONS DEVELOPMENT PRO
00086766,WSM,Pacific,2018,Increase Political Participation of Women in Samoa,51322,51322,5,13,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO
00073843,WSM,Pacific,2018,Enhancing the Resilience of Tourism-reliant Communities,45630,6141,13,2;4,Others,Global Environment Fund Truste
00103153,WSM,Pacific,2018,Sub-Regional SDGs Localization,43494,9034,,,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS ENVIRONMENT PROGRAMME
00078841,WSM,Pacific,2018,Capacity for Implementing Rio+ Conventions in Samoa,19322,19322,15;16,10;15;1;13,"Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00044499,WSM,Pacific,2018,TALAVOU-Samoa Joint Young People's Programme,39,41,1,1,Others,GOVERNMENT OF NEW ZEALAND;UNITED NATIONS DEVELOPMENT PRO
00061890,WSM,Pacific,2018,SAMOA MDGs Acceleration Project,0,-5712,1,1,Others,UNDG Member Agencies;UNITED NATIONS DEVELOPMENT PRO;World Trade Organization
00072314,WSM,Pacific,2018,Samoa TC Evan ER Project,0,1496,,,Others,UNITED NATIONS DEVELOPMENT PRO
00094460,WSM,Pacific,2018,Proposals to Green Climate Fund,0,1984,13;15;16,2;4;10;15;1;13,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00098736,WSM,Pacific,2019,Green Climate Fund Vaisigano River Catchment,5184342,4612669,13,2;4,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00100814,WSM,Pacific,2019,IMPRESS_Renewable Energy (Full Size),3794314,3129073,13;7,2;4;3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00079044,WSM,Pacific,2019,Economy-wide integration of CC Adaptation (FSP),1487203,262240,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;MINIST DES AFF ETRANG-FRA
00073781,WSM,Pacific,2019,Strengthening Multi-Sectoral Management of Critical Land,1266222,1186000,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00109481,WSM,Pacific,2019,Women in Leadership in Samoa (WILS),374700,310309,16,1;13,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF AUSTRALIA;MPTF-JP Samoa Women in Leadership (JWS00);SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA);UNITED NATIONS DEVELOPMENT PRO
00120346,WSM,Pacific,2019,YEP II Initiation Plan,166000,100825,8,1,"Strengthen effective, inclusive and accountable governance",MPTF-SDG Fund;UNITED NATIONS DEVELOPMENT PRO
00122729,WSM,Pacific,2019,Knowledge Society Initiative,164388,2806,16;17,1;13;16,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF INDIA;UNITED NATIONS DEVELOPMENT PRO
00123788,WSM,Pacific,2019,Crisis Response_Measles,158840,44773,3,11,Enhance national prevention and recovery capacities for resilient societies,"UNITED NATIONS DEVELOPMENT PRO;UNOCHA/Central Emergency Response Fund, CERF"
00081702,WSM,Pacific,2019,Engagement Facility Project,137660,39597,,,Others,UNITED NATIONS DEVELOPMENT PRO
00109970,WSM,Pacific,2019,Capacity Support for Enhanced Development Effectiveness,126458,20984,13,2;4,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00087395,WSM,Pacific,2019,Samoa OneUnitedNation Youth Employment Programme(1UNYEP,66244,69047,1;16;8,1;1;13;1,"Strengthen effective, inclusive and accountable governance","MPTF-SDG Fund;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00107445,WSM,Pacific,2019,Accelerating Renewable Energy and Energy Efficiency applications in Niue,31000,54353,7,3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste
00103153,WSM,Pacific,2019,Sub-Regional SDGs Localization,30399,-32431,,,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS ENVIRONMENT PROGRAMME
00108871,WSM,Pacific,2019,Tokelau Good Governance Project,27000,26456,16,1;13,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF TOKELAU;UNITED NATIONS DEVELOPMENT PRO
00086766,WSM,Pacific,2019,Increase Political Participation of Women in Samoa,331,331,5,13,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO
00062174,WSM,Pacific,2019,Enhancing resilience of coastal communities of Samoa,1,-50,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF);SYR-MINISTRY OF HEALTH
00072314,WSM,Pacific,2019,Samoa TC Evan ER Project,0,-1496,,,Others,UNITED NATIONS DEVELOPMENT PRO
00124741,WSM,Pacific,2019,Samoa Social Protection,0,0,1,1,Keeping people out of poverty,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);State Bank of India
00098736,WSM,Pacific,2020,Green Climate Fund Vaisigano River Catchment,8274978,7081108,13,2;4,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00079044,WSM,Pacific,2020,Economy-wide integration of CC Adaptation (FSP),1146076,1029262,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;MINIST DES AFF ETRANG-FRA
00100814,WSM,Pacific,2020,IMPRESS_Renewable Energy (Full Size),851905,634237,13;7,2;4;3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00127279,WSM,Pacific,2020,"COVID-19 Preparedness, Response and Recovery",574878,517884,,,Enhance national prevention and recovery capacities for resilient societies,MPTFO-UN COVID-19 Response & Recovery Fund;UNDP Funding Windows;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO
00122729,WSM,Pacific,2020,Knowledge Society Initiative,408671,221759,16;17,1;13;16,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF INDIA;UNITED NATIONS DEVELOPMENT PRO
00109481,WSM,Pacific,2020,Women in Leadership in Samoa (WILS),399685,347701,16,1;13,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF AUSTRALIA;MPTF-JP Samoa Women in Leadership (JWS00);SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA);UNITED NATIONS DEVELOPMENT PRO
00124741,WSM,Pacific,2020,Samoa Social Protection,331108,77681,1,1,Keeping people out of poverty,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);State Bank of India
00124956,WSM,Pacific,2020,Spotlight Initiative,323654,236085,16,1;13,"Strengthen effective, inclusive and accountable governance",MPTFO-Spotlight Initiative Fund (SIF00);UNITED NATIONS DEVELOPMENT PRO
00081702,WSM,Pacific,2020,Engagement Facility Project,285688,181436,,,Others,UNITED NATIONS DEVELOPMENT PRO
